gene_id,total_counts,n_cells_by_counts,is_mitochondrial
RP11-1260E13.2,0.0,0,False
RP11-1260E13.3,0.0,0,False
AC108004.3,0.0,0,False
C17orf97,2.0,2,False
FAM101B,49.0,48,False
RP5-1029F21.3,0.0,0,False
VPS53,86.0,84,False
RP5-1029F21.4,0.0,0,False
RP5-1029F21.2,0.0,0,False
FAM57A,1.0,1,False
GEMIN4,31.0,29,False
GLOD4,396.0,366,False
RP11-676J12.4,2.0,2,False
RNMTL1,97.0,94,False
RP11-676J12.8,0.0,0,False
NXN,0.0,0,False
RP11-676J12.6,0.0,0,False
RP11-676J12.7,0.0,0,False
TIMM22,153.0,133,False
ABR,100.0,98,False
AC016292.1,0.0,0,False
AC144836.1,0.0,0,False
BHLHA9,0.0,0,False
TUSC5,0.0,0,False
YWHAE,514.0,384,False
CRK,113.0,105,False
RP11-818O24.3,0.0,0,False
MYO1C,36.0,34,False
INPP5K,155.0,151,False
PITPNA-AS1,193.0,134,False
PITPNA,79.0,76,False
SLC43A2,120.0,112,False
SCARF1,7.0,7,False
RILP,56.0,54,False
PRPF8,319.0,245,False
TLCD2,0.0,0,False
MIR22HG,51.0,50,False
WDR81,39.0,38,False
RP11-961A15.1,0.0,0,False
SERPINF2,8.0,8,False
SERPINF1,43.0,22,False
SMYD4,61.0,56,False
RPA1,178.0,174,False
RTN4RL1,0.0,0,False
CTD-2545H1.2,0.0,0,False
AC099684.1,0.0,0,False
DPH1,17.0,16,False
OVCA2,0.0,0,False
RP11-667K14.4,2.0,2,False
RP11-667K14.3,0.0,0,False
HIC1,6.0,6,False
SMG6,30.0,30,False
RP11-667K14.5,0.0,0,False
AC090617.1,0.0,0,False
AL450226.2,0.0,0,False
SRR,20.0,20,False
TSR1,54.0,54,False
SGSM2,31.0,28,False
RP1-59D14.5,0.0,0,False
MNT,66.0,63,False
RP1-59D14.1,1.0,1,False
METTL16,59.0,57,False
AC006435.1,0.0,0,False
PAFAH1B1,212.0,178,False
RP11-74E22.5,1.0,1,False
RP11-74E22.6,1.0,1,False
CLUH,28.0,28,False
RP11-74E22.3,9.0,9,False
hsa-mir-1253,0.0,0,False
RAP1GAP2,75.0,72,False
CTD-3060P21.1,1.0,1,False
OR1D5,0.0,0,False
OR1D2,0.0,0,False
OR1G1,0.0,0,False
CTD-2309O5.3,0.0,0,False
OR1A2,0.0,0,False
OR1A1,0.0,0,False
OR3A2,0.0,0,False
OR3A1,0.0,0,False
OR1E1,0.0,0,False
OR3A3,0.0,0,False
OR1E2,0.0,0,False
SPATA22,0.0,0,False
ASPA,0.0,0,False
TRPV3,4.0,4,False
SHPK,2.0,2,False
TRPV1,0.0,0,False
SHPK-1,8.0,7,False
CTNS,25.0,23,False
RP11-235E17.6,0.0,0,False
TAX1BP3,206.0,187,False
P2RX5-TAX1BP3,20.0,20,False
EMC6,415.0,369,False
P2RX5,190.0,145,False
ITGAE,334.0,295,False
CTD-3195I5.3,0.0,0,False
GSG2,1.0,1,False
CTD-3195I5.4,0.0,0,False
CTD-3195I5.5,1.0,1,False
CTD-3195I5.1,7.0,7,False
C17orf85,90.0,87,False
CAMKK1,9.0,9,False
P2RX1,71.0,65,False
ATP2A3,185.0,174,False
RP11-459C13.1,0.0,0,False
ZZEF1,78.0,73,False
CYB5D2,82.0,79,False
ANKFY1,92.0,91,False
RP11-810M2.2,0.0,0,False
UBE2G1,290.0,258,False
SPNS3,81.0,79,False
RP13-580F15.2,24.0,22,False
AC118754.4,0.0,0,False
SPNS2,0.0,0,False
MYBBP1A,39.0,37,False
GGT6,1.0,1,False
RP11-141J13.3,0.0,0,False
SMTNL2,0.0,0,False
RP11-141J13.5,0.0,0,False
ALOX15,0.0,0,False
PELP1,71.0,70,False
AC091153.4,0.0,0,False
RP11-314A20.2,1.0,1,False
ARRB2,1085.0,689,False
MED11,238.0,219,False
RP11-314A20.5,0.0,0,False
CXCL16,179.0,135,False
ZMYND15,12.0,12,False
TM4SF5,0.0,0,False
VMO1,46.0,29,False
GLTPD2,0.0,0,False
PSMB6,1037.0,749,False
RP11-81A22.5,3.0,3,False
PLD2,21.0,21,False
MINK1,59.0,57,False
CHRNE,15.0,15,False
C17orf107,6.0,6,False
GP1BA,20.0,15,False
SLC25A11,437.0,344,False
RNF167,538.0,464,False
PFN1,14394.0,2545,False
ENO3,42.0,41,False
SPAG7,678.0,559,False
CAMTA2,48.0,46,False
RP5-1050D4.3,9.0,9,False
RP5-1050D4.2,0.0,0,False
RP5-1050D4.4,2.0,2,False
RP5-1050D4.5,0.0,0,False
INCA1,0.0,0,False
KIF1C,27.0,26,False
AC109333.10,4.0,4,False
SLC52A1,0.0,0,False
RP11-46I8.3,0.0,0,False
ZFP3,6.0,6,False
ZNF232,35.0,23,False
USP6,0.0,0,False
ZNF594,5.0,5,False
RP11-333E1.1,7.0,6,False
SCIMP,271.0,217,False
RP11-333E1.2,1.0,1,False
RABEP1,101.0,95,False
NUP88,124.0,122,False
RP11-420A6.2,3.0,3,False
RPAIN,423.0,383,False
CTC-524C5.2,118.0,111,False
C1QBP,1453.0,999,False
DHX33,28.0,28,False
CTC-524C5.5,0.0,0,False
DERL2,298.0,267,False
MIS12,109.0,99,False
NLRP1,181.0,166,False
WSCD1,0.0,0,False
AIPL1,0.0,0,False
FAM64A,1.0,1,False
PITPNM3,0.0,0,False
KIAA0753,7.0,7,False
TXNDC17,374.0,303,False
MED31,77.0,73,False
C17orf100,13.0,13,False
CTC-281F24.1,1.0,1,False
SLC13A5,0.0,0,False
XAF1,714.0,564,False
FBXO39,0.0,0,False
TEKT1,0.0,0,False
AC027763.2,87.0,82,False
RP11-530N7.3,0.0,0,False
RP11-589P10.7,0.0,0,False
RP11-589P10.5,11.0,11,False
ALOX12,13.0,11,False
RNASEK,138.0,133,False
AC040977.1,28.0,28,False
RNASEK-C17orf49,0.0,0,False
C17orf49,298.0,266,False
MIR497HG,9.0,9,False
BCL6B,0.0,0,False
SLC16A13,9.0,9,False
SLC16A11,23.0,23,False
CLEC10A,137.0,63,False
ASGR2,54.0,51,False
ASGR1,306.0,212,False
DLG4,16.0,16,False
ACADVL,339.0,278,False
DVL2,60.0,58,False
PHF23,81.0,78,False
GABARAP,2928.0,1315,False
CTD-2545G14.7,0.0,0,False
CTDNEP1,173.0,162,False
RP1-4G17.5,0.0,0,False
ELP5,199.0,179,False
CLDN7,16.0,16,False
SLC2A4,0.0,0,False
RP1-4G17.2,0.0,0,False
YBX2,0.0,0,False
EIF5A,602.0,508,False
GPS2,211.0,200,False
RP11-542C16.2,1.0,1,False
NEURL4,5.0,5,False
ACAP1,1176.0,817,False
KCTD11,14.0,14,False
RP11-542C16.1,0.0,0,False
TMEM95,0.0,0,False
TNK1,15.0,15,False
TMEM256-PLSCR3,49.0,49,False
C17orf61-PLSCR3,0.0,0,False
TMEM256,509.0,443,False
NLGN2,1.0,1,False
SPEM1,0.0,0,False
C17orf74,0.0,0,False
TMEM102,73.0,59,False
RP11-104H15.9,0.0,0,False
FGF11,2.0,2,False
RP11-104H15.8,0.0,0,False
CHRNB1,98.0,95,False
ZBTB4,61.0,60,False
SLC35G6,0.0,0,False
POLR2A,222.0,200,False
TNFSF12,161.0,143,False
TNFSF12-TNFSF13,0.0,0,False
TNFSF13,11.0,11,False
SENP3,14.0,14,False
EIF4A1,4497.0,1832,False
CD68,1430.0,591,False
AC113189.5,45.0,38,False
MPDU1,162.0,154,False
SOX15,9.0,9,False
FXR2,20.0,18,False
AC007421.1,0.0,0,False
SHBG,0.0,0,False
SAT2,612.0,458,False
ATP1B2,0.0,0,False
TP53,94.0,91,False
WRAP53,52.0,51,False
EFNB3,0.0,0,False
DNAH2,0.0,0,False
KDM6B,150.0,144,False
TMEM88,9.0,9,False
LSMD1,590.0,473,False
CYB5D1,12.0,12,False
CHD3,138.0,131,False
AC025335.1,10.0,9,False
KCNAB3,4.0,4,False
RP11-1099M24.7,0.0,0,False
TRAPPC1,1828.0,1205,False
CNTROB,23.0,23,False
GUCY2D,0.0,0,False
ALOX15B,2.0,2,False
RP11-599B13.3,0.0,0,False
ALOX12B,0.0,0,False
AC129492.6,3.0,3,False
ALOXE3,1.0,1,False
HES7,0.0,0,False
PER1,137.0,130,False
RP11-599B13.6,0.0,0,False
VAMP2,1814.0,1220,False
TMEM107,139.0,132,False
RP11-599B13.7,0.0,0,False
C17orf59,192.0,118,False
AURKB,17.0,11,False
LINC00324,110.0,104,False
RP11-849F2.8,13.0,13,False
CTC1,44.0,44,False
PFAS,17.0,15,False
RP11-849F2.9,1.0,1,False
SLC25A35,18.0,18,False
RANGRF,240.0,223,False
ARHGEF15,0.0,0,False
AC135178.7,0.0,0,False
RP11-849F2.4,0.0,0,False
ODF4,0.0,0,False
AC135178.1,1.0,1,False
RP11-849F2.5,2.0,2,False
KRBA2,10.0,10,False
RP11-849F2.7,3.0,3,False
RPL26,27247.0,2679,False
RNF222,3.0,3,False
NDEL1,153.0,146,False
MYH10,5.0,5,False
CCDC42,0.0,0,False
SPDYE4,0.0,0,False
MFSD6L,0.0,0,False
PIK3R6,8.0,8,False
PIK3R5,114.0,111,False
CTB-41I6.1,1.0,1,False
CTB-41I6.2,2.0,2,False
NTN1,0.0,0,False
RP11-85B7.2,0.0,0,False
STX8,393.0,354,False
RP11-85B7.4,2.0,2,False
AC087501.1,0.0,0,False
RP11-565F19.4,0.0,0,False
RP11-565F19.3,0.0,0,False
WDR16,0.0,0,False
RP11-55L4.2,0.0,0,False
USP43,0.0,0,False
RP11-55L4.1,0.0,0,False
DHRS7C,0.0,0,False
RP11-477N12.3,0.0,0,False
GLP2R,0.0,0,False
RCVRN,1.0,1,False
GAS7,113.0,102,False
AC000003.2,5.0,5,False
RP11-401O9.4,0.0,0,False
MYH13,0.0,0,False
RP11-401O9.3,0.0,0,False
RP11-799N11.1,0.0,0,False
CTC-297N7.11,0.0,0,False
MYH8,0.0,0,False
MYH4,0.0,0,False
MYH1,0.0,0,False
MYH2,0.0,0,False
CTC-297N7.7,0.0,0,False
MYH3,16.0,16,False
CTC-297N7.1,1.0,1,False
CTC-297N7.8,8.0,7,False
SCO1,66.0,64,False
CTC-297N7.10,0.0,0,False
ADPRM,148.0,116,False
TMEM220,20.0,20,False
CTC-297N7.5,9.0,8,False
CTC-297N7.9,0.0,0,False
RP11-963H4.5,0.0,0,False
LINC00675,0.0,0,False
PIRT,0.0,0,False
RP11-963H4.3,0.0,0,False
SHISA6,0.0,0,False
RP11-680C21.1,0.0,0,False
DNAH9,0.0,0,False
RP11-628O18.1,0.0,0,False
RP11-1096G20.5,1.0,1,False
ZNF18,22.0,22,False
MAP2K4,78.0,77,False
RP11-471L13.2,0.0,0,False
LINC00670,0.0,0,False
MYOCD,0.0,0,False
AC005358.3,0.0,0,False
AC005358.1,0.0,0,False
RP11-1090M7.1,2.0,2,False
ARHGAP44,1.0,1,False
RP11-597M12.1,0.0,0,False
ELAC2,92.0,90,False
RP11-488L1.1,0.0,0,False
AC003664.1,0.0,0,False
HS3ST3A1,0.0,0,False
RP11-131K5.2,0.0,0,False
AC005304.1,1.0,1,False
RP11-131K5.1,0.0,0,False
COX10,47.0,45,False
AC005224.2,2.0,2,False
CDRT15,0.0,0,False
RP11-214O1.1,0.0,0,False
HS3ST3B1,29.0,29,False
RP11-214O1.2,2.0,2,False
RP11-214O1.3,15.0,15,False
AC022816.2,0.0,0,False
AC013248.2,0.0,0,False
AC005863.1,0.0,0,False
AC005863.2,0.0,0,False
AC005772.2,0.0,0,False
CDRT7,0.0,0,False
CDRT8,0.0,0,False
PMP22,3.0,3,False
RP11-849N15.1,0.0,0,False
AC005703.3,0.0,0,False
AC005703.2,0.0,0,False
TEKT3,0.0,0,False
RP11-849N15.4,1.0,1,False
CDRT4,2.0,2,False
TVP23C-CDRT4,0.0,0,False
TVP23C,9.0,9,False
RP11-385D13.3,9.0,9,False
CDRT1,0.0,0,False
CDRT1-1,0.0,0,False
RP11-385D13.1,0.0,0,False
TRIM16,41.0,39,False
RP11-640I15.1,0.0,0,False
ZNF286A,9.0,9,False
ZNF286A-1,0.0,0,False
TBC1D26,0.0,0,False
AC005324.6,0.0,0,False
AC005324.7,0.0,0,False
CTD-3157E16.1,0.0,0,False
AC015922.6,6.0,6,False
ADORA2B,4.0,4,False
ZSWIM7,274.0,254,False
TTC19,228.0,216,False
NCOR1,938.0,742,False
AC002553.1,0.0,0,False
PIGL,48.0,39,False
CENPV,62.0,58,False
UBB,5628.0,2094,False
RP11-138I1.4,22.0,22,False
RP11-138I1.2,2.0,2,False
TRPV2,187.0,164,False
RP11-138I1.3,0.0,0,False
FAM211A,110.0,107,False
ZNF287,24.0,23,False
ZNF624,6.0,6,False
RP11-92B11.4,0.0,0,False
CCDC144A,2.0,2,False
RP11-219A15.1,0.0,0,False
RP11-92B11.3,0.0,0,False
RP11-219A15.2,0.0,0,False
TNFRSF13B,53.0,38,False
AC104024.1,0.0,0,False
AC104024.2,0.0,0,False
RP11-416I2.1,0.0,0,False
MPRIP,150.0,138,False
MPRIP-AS1,1.0,1,False
RP11-45M22.3,2.0,2,False
PLD6,37.0,30,False
RP11-45M22.4,0.0,0,False
FLCN,43.0,43,False
RP11-45M22.5,1.0,1,False
COPS3,302.0,280,False
NT5M,7.0,7,False
MED9,59.0,36,False
RASD1,56.0,21,False
PEMT,100.0,60,False
RP11-524F11.1,0.0,0,False
RP11-524F11.2,0.0,0,False
SMCR2,0.0,0,False
RAI1,17.0,17,False
RAI1-AS1,0.0,0,False
SMCR5,26.0,25,False
SREBF1,73.0,38,False
TOM1L2,69.0,66,False
LRRC48,9.0,9,False
ATPAF2,115.0,114,False
GID4,46.0,45,False
DRG2,135.0,130,False
MYO15A,2.0,2,False
RP11-258F1.1,14.0,12,False
ALKBH5,333.0,312,False
LLGL1,35.0,34,False
FLII,215.0,206,False
MIEF2,17.0,17,False
RP1-178F10.1,0.0,0,False
TOP3A,46.0,46,False
SMCR8,5.0,5,False
RP1-178F10.3,1.0,1,False
SHMT1,53.0,50,False
EVPLL,0.0,0,False
RP1-37N7.1,0.0,0,False
RP1-37N7.3,0.0,0,False
LGALS9C,10.0,10,False
FAM106A,4.0,3,False
TBC1D28,0.0,0,False
ZNF286B,4.0,4,False
TRIM16L,18.0,16,False
FBXW10,0.0,0,False
TVP23B,47.0,47,False
CTD-2145A24.3,0.0,0,False
PRPSAP2,205.0,196,False
CTD-2145A24.4,0.0,0,False
SLC5A10,10.0,9,False
AC090286.4,0.0,0,False
FAM83G,4.0,4,False
GRAP,109.0,86,False
SNORD3B-1,101.0,95,False
SNORD3B-2,58.0,55,False
RP11-160E2.17,0.0,0,False
RP11-160E2.19,0.0,0,False
AC007952.5,1.0,1,False
SNORD3D,96.0,94,False
GRAPL,0.0,0,False
AC007952.1,0.0,0,False
CTC-457L16.2,0.0,0,False
AC007952.6,0.0,0,False
RP11-160E2.11,0.0,0,False
AC007952.4,0.0,0,False
SNORD3A,3.0,3,False
SNORD3C,0.0,0,False
RP11-160E2.16,0.0,0,False
EPN2,4.0,4,False
AC106017.1,0.0,0,False
EPN2-AS1,0.0,0,False
RP11-135L13.4,0.0,0,False
B9D1,7.0,7,False
MAPK7,36.0,33,False
MFAP4,0.0,0,False
RNF112,2.0,2,False
CTB-187M2.2,0.0,0,False
AC004448.2,0.0,0,False
AC004448.5,0.0,0,False
CTB-187M2.1,0.0,0,False
CTB-187M2.3,0.0,0,False
SLC47A1,0.0,0,False
RP11-1113L8.1,0.0,0,False
ALDH3A2,84.0,83,False
Y_RNA-2,0.0,0,False
SLC47A2,0.0,0,False
RP11-311F12.1,0.0,0,False
RP11-311F12.2,0.0,0,False
ALDH3A1,0.0,0,False
ULK2,52.0,52,False
RP11-78O7.2,8.0,8,False
AKAP10,116.0,112,False
RP11-209D14.2,0.0,0,False
SPECC1,43.0,42,False
AC004702.2,0.0,0,False
RP11-434D2.2,0.0,0,False
LGALS9B,17.0,16,False
RP11-434D2.7,0.0,0,False
AC008088.4,0.0,0,False
RP11-434D2.3,0.0,0,False
RP11-434D2.12,0.0,0,False
CDRT15L2,0.0,0,False
AC087499.10,0.0,0,False
RP11-283C24.1,0.0,0,False
CCDC144NL,2.0,2,False
RP11-344E13.4,0.0,0,False
RP11-344E13.3,0.0,0,False
RP11-381P6.1,1.0,1,False
USP22,111.0,107,False
RP11-746M1.1,1.0,1,False
AC087393.1,0.0,0,False
DHRS7B,99.0,94,False
TMEM11,233.0,220,False
AC087294.2,2.0,2,False
C17orf103,14.0,14,False
MAP2K3,468.0,381,False
KCNJ12,0.0,0,False
RP11-728E14.3,0.0,0,False
RP11-728E14.2,0.0,0,False
RP11-822E23.7,0.0,0,False
C17orf51,6.0,6,False
RP11-822E23.2,0.0,0,False
UBBP4,74.0,74,False
RP11-1109M24.16,0.0,0,False
RP11-1109M24.5,0.0,0,False
FAM27L,0.0,0,False
RP11-744K17.9,0.0,0,False
RP11-744K17.1,0.0,0,False
RP11-744K17.2,0.0,0,False
MTRNR2L1,0.0,0,False
RP11-846F4.12,0.0,0,False
RP11-285M22.3,0.0,0,False
RP11-285M22.1,0.0,0,False
RP11-260A9.6,0.0,0,False
RP11-663N22.1,0.0,0,False
WSB1,577.0,489,False
RP11-173M1.8,4.0,4,False
RP11-173M1.4,2.0,2,False
KSR1,36.0,35,False
AC015688.3,0.0,0,False
RP11-19P22.8,0.0,0,False
LGALS9,647.0,468,False
RP11-19P22.5,0.0,0,False
NOS2,0.0,0,False
RP1-66C13.4,0.0,0,False
RP11-138P22.1,3.0,3,False
LYRM9,125.0,122,False
RP11-218F4.1,0.0,0,False
NLK,21.0,21,False
CTD-2008P7.10,0.0,0,False
CTD-2008P7.9,0.0,0,False
CTD-2008P7.8,0.0,0,False
CTD-2008P7.3,0.0,0,False
CTD-2008P7.1,0.0,0,False
AC061975.10,0.0,0,False
TMEM97,24.0,21,False
IFT20,367.0,310,False
TNFAIP1,30.0,28,False
POLDIP2,273.0,229,False
TMEM199,203.0,159,False
CTB-96E2.7,3.0,3,False
VTN,0.0,0,False
CTB-96E2.2,0.0,0,False
SARM1,24.0,20,False
SLC46A1,8.0,8,False
CTD-2350C19.1,1.0,1,False
CTD-2350C19.2,4.0,4,False
RP11-192H23.4,6.0,6,False
SLC13A2,0.0,0,False
FOXN1,0.0,0,False
UNC119,313.0,275,False
PIGS,118.0,116,False
ALDOC,82.0,79,False
RP11-192H23.5,0.0,0,False
SPAG5,12.0,11,False
RP11-192H23.6,18.0,18,False
SGK494,2.0,2,False
KIAA0100,68.0,67,False
RP11-192H23.7,0.0,0,False
SDF2,384.0,354,False
SUPT6H,81.0,81,False
AC010761.13,0.0,0,False
PROCA1,22.0,19,False
RAB34,138.0,114,False
RPL23A,32711.0,2672,False
AC010761.8,12.0,12,False
TLCD1,12.0,12,False
NEK8,73.0,28,False
AC010761.14,0.0,0,False
AC010761.6,0.0,0,False
TRAF4,63.0,57,False
AC010761.9,0.0,0,False
AC010761.10,0.0,0,False
FAM222B,24.0,23,False
ERAL1,67.0,66,False
MIR451B,0.0,0,False
FLOT2,277.0,257,False
RP11-20B24.7,0.0,0,False
RP11-20B24.4,1.0,1,False
DHRS13,47.0,44,False
PHF12,138.0,96,False
RP11-20B24.5,3.0,3,False
RP11-20B24.6,0.0,0,False
PIPOX,1.0,1,False
SEZ6,4.0,4,False
RP11-321A17.5,0.0,0,False
MYO18A,6.0,6,False
TIAF1,0.0,0,False
RP11-321A17.4,0.0,0,False
CRYBA1,0.0,0,False
NUFIP2,74.0,73,False
RP11-296K13.4,0.0,0,False
MIR4523,2.0,2,False
TAOK1,57.0,57,False
ABHD15,35.0,34,False
RP11-68I3.2,0.0,0,False
TP53I13,90.0,86,False
GIT1,34.0,34,False
ANKRD13B,1.0,1,False
RP11-68I3.7,0.0,0,False
CORO6,5.0,5,False
SSH2,225.0,206,False
RP11-68I3.5,0.0,0,False
RP11-82O19.1,1.0,1,False
RP11-338L22.2,0.0,0,False
EFCAB5,2.0,2,False
AC104984.4,0.0,0,False
RP11-1148O4.2,0.0,0,False
NSRP1,181.0,164,False
RP11-354P11.3,20.0,20,False
RP11-354P11.8,1.0,1,False
SLC6A4,3.0,3,False
RP11-354P11.4,0.0,0,False
RP11-354P11.2,0.0,0,False
BLMH,74.0,70,False
TMIGD1,0.0,0,False
CPD,18.0,18,False
GOSR1,115.0,108,False
RP11-218M11.3,0.0,0,False
TBC1D29,0.0,0,False
RP11-218M11.6,0.0,0,False
RP11-218M11.1,0.0,0,False
CTD-2349P21.6,0.0,0,False
CTD-2349P21.5,0.0,0,False
CRLF3,314.0,297,False
CTD-2349P21.9,1.0,1,False
ATAD5,20.0,20,False
CTD-2349P21.11,0.0,0,False
RP13-753N3.1,6.0,5,False
TEFM,63.0,63,False
ADAP2,98.0,87,False
AC091177.1,2.0,2,False
RP11-848P1.3,2.0,2,False
RNF135,154.0,140,False
RP11-848P1.4,1.0,1,False
RP11-848P1.5,0.0,0,False
NF1,53.0,48,False
OMG,3.0,3,False
EVI2B,1280.0,875,False
CTD-2370N5.3,0.0,0,False
EVI2A,445.0,379,False
RAB11FIP4,68.0,66,False
AC003101.1,0.0,0,False
RP1-41C23.1,0.0,0,False
RP11-805L22.3,0.0,0,False
CTC-542B22.1,0.0,0,False
COPRS,80.0,76,False
UTP6,191.0,152,False
CTC-542B22.2,0.0,0,False
SUZ12,65.0,63,False
LRRC37B,24.0,24,False
AC090616.2,2.0,2,False
RHOT1,137.0,132,False
AC116407.2,0.0,0,False
RHBDL3,0.0,0,False
RP11-443G13.2,0.0,0,False
C17orf75,50.0,50,False
RP11-227G15.2,0.0,0,False
ZNF207,578.0,492,False
RP11-227G15.8,0.0,0,False
RP11-227G15.9,0.0,0,False
PSMD11,312.0,274,False
CDK5R1,6.0,6,False
MYO1D,9.0,9,False
RP11-466A19.1,0.0,0,False
RP11-466A19.3,0.0,0,False
RP11-220C2.1,0.0,0,False
AC084809.2,0.0,0,False
AC084809.3,0.0,0,False
TMEM98,0.0,0,False
SPACA3,0.0,0,False
ASIC2,0.0,0,False
RP11-40A13.1,0.0,0,False
RP11-31I22.4,0.0,0,False
RP11-31I22.3,0.0,0,False
RP11-31I22.2,0.0,0,False
RP11-118G23.2,0.0,0,False
RP11-118G23.1,0.0,0,False
RP11-17M24.2,0.0,0,False
CTC-304I17.2,0.0,0,False
CTC-304I17.5,0.0,0,False
RP11-215E13.1,0.0,0,False
RP11-215E13.2,0.0,0,False
AC005549.3,0.0,0,False
CCL2,12.0,11,False
CCL7,0.0,0,False
CCL11,0.0,0,False
CCL8,2.0,2,False
CCL13,0.0,0,False
CCL1,0.0,0,False
AC011193.1,0.0,0,False
C17orf102,0.0,0,False
TMEM132E,2.0,2,False
RP11-212E8.1,0.0,0,False
RP11-642M2.1,0.0,0,False
CCT6B,13.0,12,False
ZNF830,121.0,118,False
LIG3,34.0,34,False
RFFL,70.0,68,False
RAD51L3-RFFL,0.0,0,False
RP5-837J1.4,0.0,0,False
RAD51D,28.0,25,False
FNDC8,0.0,0,False
NLE1,42.0,41,False
UNC45B,4.0,4,False
RP11-799D4.3,0.0,0,False
SLC35G3,0.0,0,False
RP11-799D4.4,34.0,34,False
SLFN5,302.0,235,False
RP11-47L3.1,78.0,74,False
SLFN11,34.0,34,False
RP11-686D22.5,1.0,1,False
RP11-686D22.4,2.0,2,False
SLFN12,21.0,21,False
SLFN13,24.0,22,False
SLFN12L,68.0,63,False
RP11-686D22.9,0.0,0,False
RP11-1094M14.10,1.0,1,False
SLFN14,0.0,0,False
RP11-1094M14.12,0.0,0,False
RP11-1094M14.14,0.0,0,False
RP11-1094M14.11,179.0,163,False
PEX12,7.0,7,False
AP2B1,173.0,168,False
CTC-507E2.1,3.0,3,False
RASL10B,0.0,0,False
GAS2L2,0.0,0,False
MMP28,12.0,12,False
C17orf50,1.0,1,False
AC015849.12,0.0,0,False
TAF15,292.0,266,False
AC015849.19,6.0,6,False
C17orf66,0.0,0,False
AC015849.2,1.0,1,False
CCL5,5491.0,862,False
AC015849.16,1.0,1,False
RDM1,1.0,1,False
LYZL6,0.0,0,False
CCL16,1.0,1,False
CCL14,0.0,0,False
CCL15-CCL14,0.0,0,False
CTB-186H2.3,0.0,0,False
CCL15,0.0,0,False
RP11-104J23.1,0.0,0,False
RP11-104J23.2,0.0,0,False
CCL23,1.0,1,False
CCL18,0.0,0,False
AC069363.1,8.0,8,False
CCL3,1224.0,375,False
CCL4,930.0,307,False
CTB-91J4.1,3.0,3,False
TBC1D3B,1.0,1,False
AC131056.3,5.0,5,False
CCL3L3,69.0,54,False
CCL4L1,36.0,26,False
AC131056.5,0.0,0,False
TBC1D3C,0.0,0,False
TBC1D3H,0.0,0,False
CCL3L1,3.0,3,False
CCL4L2,9.0,9,False
TBC1D3G,0.0,0,False
ZNHIT3,558.0,463,False
MYO19,56.0,54,False
PIGW,17.0,17,False
GGNBP2,625.0,470,False
DHRS11,16.0,15,False
MRM1,57.0,24,False
CTB-75G16.3,0.0,0,False
CTD-3194G12.1,0.0,0,False
CTD-3194G12.2,0.0,0,False
RP11-445F12.1,0.0,0,False
LHX1,0.0,0,False
RP11-445F12.2,0.0,0,False
AATF,376.0,294,False
CTC-268N12.2,0.0,0,False
ACACA,39.0,38,False
C17orf78,0.0,0,False
TADA2A,66.0,32,False
RP11-378E13.4,0.0,0,False
DUSP14,44.0,44,False
SYNRG,175.0,161,False
DDX52,116.0,111,False
RP11-697E22.1,1.0,1,False
RP11-697E22.2,0.0,0,False
RP11-697E22.3,0.0,0,False
HNF1B,0.0,0,False
RP11-115K3.1,0.0,0,False
AC091199.1,0.0,0,False
TBC1D3F,0.0,0,False
TBC1D3,0.0,0,False
RP11-1407O15.2,18.0,18,False
MRPL45,195.0,184,False
GPR179,0.0,0,False
SOCS7,1.0,1,False
ARHGAP23,0.0,0,False
SRCIN1,0.0,0,False
CTB-58E17.2,0.0,0,False
C17orf96,0.0,0,False
CTB-58E17.1,46.0,45,False
CTB-58E17.3,0.0,0,False
MLLT6,164.0,147,False
CTB-58E17.9,0.0,0,False
AC006449.1,1.0,1,False
CISD3,449.0,349,False
PCGF2,0.0,0,False
CTB-58E17.5,0.0,0,False
PSMB3,1445.0,1027,False
PIP4K2B,26.0,26,False
CWC25,209.0,185,False
C17orf98,0.0,0,False
RPL23,7069.0,2300,False
LASP1,274.0,253,False
RP1-56K13.2,2.0,2,False
RP1-56K13.3,2.0,2,False
LINC00672,19.0,18,False
FBXO47,0.0,0,False
RP1-56K13.5,0.0,0,False
CTD-2206N4.2,0.0,0,False
PLXDC1,24.0,24,False
ARL5C,0.0,0,False
RP5-906A24.2,0.0,0,False
CACNB1,5.0,5,False
RPL19,49028.0,2685,False
STAC2,0.0,0,False
RP11-690G19.3,34.0,33,False
FBXL20,24.0,24,False
CTB-131K11.1,0.0,0,False
MED1,64.0,62,False
CDK12,87.0,78,False
NEUROD2,4.0,4,False
AC087491.2,1.0,1,False
PPP1R1B,0.0,0,False
STARD3,142.0,134,False
TCAP,3.0,3,False
PNMT,1.0,1,False
PGAP3,32.0,32,False
ERBB2,15.0,15,False
MIEN1,550.0,487,False
GRB7,0.0,0,False
RP11-94L15.2,153.0,136,False
IKZF3,43.0,43,False
ZPBP2,0.0,0,False
GSDMB,30.0,29,False
ORMDL3,314.0,281,False
RP11-387H17.4,1.0,1,False
LRRC3C,0.0,0,False
GSDMA,2.0,2,False
PSMD3,235.0,217,False
RP11-387H17.6,0.0,0,False
CSF3,0.0,0,False
MED24,83.0,78,False
THRA,60.0,58,False
NR1D1,56.0,55,False
MSL1,102.0,97,False
CASC3,149.0,114,False
RAPGEFL1,4.0,4,False
WIPF2,120.0,113,False
CDC6,4.0,3,False
